Albanian_BIN|Albanian, binary sort
Syriac_100_CS_AI_KS_SC|Syriac-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_100_CS_AI_KS_WS_SC|Syriac-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Syriac_100_CS_AS_SC|Syriac-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Syriac_100_CS_AS_WS_SC|Syriac-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Syriac_100_CS_AS_KS_SC|Syriac-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Syriac_100_CS_AS_KS_WS_SC|Syriac-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tamazight_100_BIN|Tamazight-100, binary sort
Tamazight_100_BIN2|Tamazight-100, binary code point comparison sort
Tamazight_100_CI_AI|Tamazight-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Tamazight_100_CI_AI_WS|Tamazight-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Tamazight_100_CI_AI_KS|Tamazight-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Tamazight_100_CI_AI_KS_WS|Tamazight-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Tamazight_100_CI_AS|Tamazight-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Tamazight_100_CI_AS_WS|Tamazight-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Tamazight_100_CI_AS_KS|Tamazight-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Tamazight_100_CI_AS_KS_WS|Tamazight-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Tamazight_100_CS_AI|Tamazight-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Tamazight_100_CS_AI_WS|Tamazight-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Tamazight_100_CS_AI_KS|Tamazight-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Tamazight_100_CS_AI_KS_WS|Tamazight-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Tamazight_100_CS_AS|Tamazight-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Tamazight_100_CS_AS_WS|Tamazight-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Tamazight_100_CS_AS_KS|Tamazight-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Tamazight_100_CS_AS_KS_WS|Tamazight-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Tamazight_100_CI_AI_SC|Tamazight-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tamazight_100_CI_AI_WS_SC|Tamazight-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tamazight_100_CI_AI_KS_SC|Tamazight-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tamazight_100_CI_AI_KS_WS_SC|Tamazight-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tamazight_100_CI_AS_SC|Tamazight-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tamazight_100_CI_AS_WS_SC|Tamazight-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tamazight_100_CI_AS_KS_SC|Tamazight-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tamazight_100_CI_AS_KS_WS_SC|Tamazight-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tamazight_100_CS_AI_SC|Tamazight-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tamazight_100_CS_AI_WS_SC|Tamazight-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tamazight_100_CS_AI_KS_SC|Tamazight-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tamazight_100_CS_AI_KS_WS_SC|Tamazight-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tamazight_100_CS_AS_SC|Tamazight-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tamazight_100_CS_AS_WS_SC|Tamazight-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tamazight_100_CS_AS_KS_SC|Tamazight-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tamazight_100_CS_AS_KS_WS_SC|Tamazight-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_90_BIN|Tatar-90, binary sort
Tatar_90_BIN2|Tatar-90, binary code point comparison sort
Tatar_90_CI_AI|Tatar-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Tatar_90_CI_AI_WS|Tatar-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Tatar_90_CI_AI_KS|Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Tatar_90_CI_AI_KS_WS|Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Tatar_90_CI_AS|Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Tatar_90_CI_AS_WS|Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Tatar_90_CI_AS_KS|Tatar-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Tatar_90_CI_AS_KS_WS|Tatar-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Tatar_90_CS_AI|Tatar-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Tatar_90_CS_AI_WS|Tatar-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Tatar_90_CS_AI_KS|Tatar-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Tatar_90_CS_AI_KS_WS|Tatar-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Tatar_90_CS_AS|Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Tatar_90_CS_AS_WS|Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Tatar_90_CS_AS_KS|Tatar-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Tatar_90_CS_AS_KS_WS|Tatar-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Tatar_90_CI_AI_SC|Tatar-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_90_CI_AI_WS_SC|Tatar-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_90_CI_AI_KS_SC|Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_90_CI_AI_KS_WS_SC|Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_90_CI_AS_SC|Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_90_CI_AS_WS_SC|Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_90_CI_AS_KS_SC|Tatar-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_90_CI_AS_KS_WS_SC|Tatar-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_90_CS_AI_SC|Tatar-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_90_CS_AI_WS_SC|Tatar-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_90_CS_AI_KS_SC|Tatar-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_90_CS_AI_KS_WS_SC|Tatar-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_90_CS_AS_SC|Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_90_CS_AS_WS_SC|Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_90_CS_AS_KS_SC|Tatar-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_90_CS_AS_KS_WS_SC|Tatar-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_100_BIN|Tatar-100, binary sort
Tatar_100_BIN2|Tatar-100, binary code point comparison sort
Tatar_100_CI_AI|Tatar-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Tatar_100_CI_AI_WS|Tatar-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Tatar_100_CI_AI_KS|Tatar-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Tatar_100_CI_AI_KS_WS|Tatar-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Tatar_100_CI_AS|Tatar-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Tatar_100_CI_AS_WS|Tatar-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Tatar_100_CI_AS_KS|Tatar-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Tatar_100_CI_AS_KS_WS|Tatar-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Tatar_100_CS_AI|Tatar-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Tatar_100_CS_AI_WS|Tatar-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Tatar_100_CS_AI_KS|Tatar-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Tatar_100_CS_AI_KS_WS|Tatar-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Tatar_100_CS_AS|Tatar-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Tatar_100_CS_AS_WS|Tatar-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Tatar_100_CS_AS_KS|Tatar-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Tatar_100_CS_AS_KS_WS|Tatar-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Tatar_100_CI_AI_SC|Tatar-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_100_CI_AI_WS_SC|Tatar-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_100_CI_AI_KS_SC|Tatar-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_100_CI_AI_KS_WS_SC|Tatar-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_100_CI_AS_SC|Tatar-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_100_CI_AS_WS_SC|Tatar-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_100_CI_AS_KS_SC|Tatar-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_100_CI_AS_KS_WS_SC|Tatar-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_100_CS_AI_SC|Tatar-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_100_CS_AI_WS_SC|Tatar-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_100_CS_AI_KS_SC|Tatar-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_100_CS_AI_KS_WS_SC|Tatar-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Tatar_100_CS_AS_SC|Tatar-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Tatar_100_CS_AS_WS_SC|Tatar-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Tatar_100_CS_AS_KS_SC|Tatar-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Tatar_100_CS_AS_KS_WS_SC|Tatar-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Thai_BIN|Thai, binary sort
Thai_BIN2|Thai, binary code point comparison sort
Thai_CI_AI|Thai, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Thai_CI_AI_WS|Thai, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Thai_CI_AI_KS|Thai, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Thai_CI_AI_KS_WS|Thai, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Thai_CI_AS|Thai, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Thai_CI_AS_WS|Thai, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Thai_CI_AS_KS|Thai, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Thai_CI_AS_KS_WS|Thai, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Thai_CS_AI|Thai, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Thai_CS_AI_WS|Thai, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Thai_CS_AI_KS|Thai, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Thai_CS_AI_KS_WS|Thai, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Thai_CS_AS|Thai, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Thai_CS_AS_WS|Thai, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Thai_CS_AS_KS|Thai, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Thai_CS_AS_KS_WS|Thai, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Thai_100_BIN|Thai-100, binary sort
Thai_100_BIN2|Thai-100, binary code point comparison sort
Thai_100_CI_AI|Thai-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Thai_100_CI_AI_WS|Thai-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Thai_100_CI_AI_KS|Thai-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Thai_100_CI_AI_KS_WS|Thai-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Thai_100_CI_AS|Thai-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Thai_100_CI_AS_WS|Thai-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Thai_100_CI_AS_KS|Thai-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Thai_100_CI_AS_KS_WS|Thai-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Thai_100_CS_AI|Thai-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Thai_100_CS_AI_WS|Thai-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Thai_100_CS_AI_KS|Thai-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Thai_100_CS_AI_KS_WS|Thai-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Thai_100_CS_AS|Thai-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Thai_100_CS_AS_WS|Thai-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Thai_100_CS_AS_KS|Thai-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Thai_100_CS_AS_KS_WS|Thai-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Thai_100_CI_AI_SC|Thai-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Thai_100_CI_AI_WS_SC|Thai-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Thai_100_CI_AI_KS_SC|Thai-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Thai_100_CI_AI_KS_WS_SC|Thai-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Thai_100_CI_AS_SC|Thai-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Thai_100_CI_AS_WS_SC|Thai-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Thai_100_CI_AS_KS_SC|Thai-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Thai_100_CI_AS_KS_WS_SC|Thai-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Thai_100_CS_AI_SC|Thai-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Thai_100_CS_AI_WS_SC|Thai-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Thai_100_CS_AI_KS_SC|Thai-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
